#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    5.722810   -69.301292     0.399    0.259   0.234      1.285    0.887     0.463      2.637      3.4
    5.011587   -69.889915     0.106    0.034   0.026      0.990    0.884     0.112      0.195      3.4
    5.185748   -69.205833     0.134    0.072   0.087      1.020    0.886     0.136      1.110      3.4
    5.558039   -70.731804     0.087    0.053   0.046      0.973    0.887     0.091      0.289      3.4
    4.986127   -66.665993     0.085    0.063   0.069      0.966    0.881     0.083      0.286      3.4
    5.017627   -70.723206     0.092    0.060   0.072      0.976    0.884     0.086      0.176      3.4
    4.946026   -66.986649     0.088    0.041   0.054      0.969    0.881     0.092      0.237      3.4
    5.506735   -68.716339     0.123    0.062   0.087      1.011    0.888     0.125      0.780      3.4
    0.603494   -73.557091     0.014    0.035   0.031      0.878    0.865     0.016      0.058      3.4
    1.020085   -73.131905     0.052    0.053   0.050      0.920    0.868     0.056      0.145      3.4
    5.252315   -70.379349     0.099    0.043   0.050      0.985    0.886     0.101      0.194      3.4
    5.345234   -69.573387     0.067    0.072   0.076      0.955    0.888     0.073      1.251      3.4
    5.881874   -70.687088     0.110    0.039   0.043      0.994    0.884     0.114      0.146      3.4
    1.139808   -72.050102     0.072    0.060   0.079      0.936    0.864     0.070      0.243      3.4
    5.282404   -68.713890     0.142    0.073   0.080      1.029    0.887     0.153      1.028      3.4
    5.723762   -68.952965     0.264    0.127   0.120      1.151    0.886     0.245      2.185      3.4
    5.297298   -68.865402     0.065    0.064   0.065      0.952    0.887     0.073      0.946      3.4
    0.855128   -73.766579     0.060    0.035   0.035      0.925    0.866     0.062      0.119      3.4
    5.268911   -67.525253     0.107    0.054   0.060      0.992    0.885     0.111      0.389      3.4
    5.489305   -69.338570     0.097    0.055   0.048      0.986    0.889     0.105      0.278      3.4
    5.400400   -69.445045     0.074    0.069   0.079      0.963    0.888     0.079      0.976      3.4
    4.865525   -69.497475     0.162    0.072   0.077      1.044    0.883     0.167      0.892      3.4
    5.644578   -68.619324     0.141    0.039   0.049      1.028    0.887     0.147      0.659      3.4
    0.706260   -72.708702     0.050    0.036   0.035      0.919    0.869     0.054      0.101      3.4
    0.536246   -73.365601     0.040    0.028   0.028      0.903    0.862     0.041      0.064      3.4
    0.812882   -72.103355     0.029    0.040   0.039      0.896    0.867     0.029      0.092      3.4
    5.115377   -69.355965     0.117    0.052   0.054      1.002    0.885     0.125      0.474      3.4
    5.298564   -71.652184     0.097    0.035   0.031      0.981    0.884     0.103      0.137      3.4
    5.228295   -68.769875     0.111    0.058   0.068      0.997    0.886     0.113      0.720      3.4
    4.987922   -69.756256     0.104    0.046   0.046      0.988    0.884     0.106      0.163      3.4
    5.371091   -69.989838     0.137    0.063   0.071      1.024    0.888     0.142      1.026      3.4
    5.705996   -71.461189     0.148    0.040   0.046      1.032    0.885     0.156      0.412      3.4
    5.682066   -67.321342     0.083    0.048   0.052      0.967    0.884     0.089      0.324      3.4
    5.854096   -70.645767     0.112    0.049   0.051      0.997    0.885     0.115      0.164      3.4
    5.514577   -71.531693     0.107    0.043   0.033      0.992    0.885     0.115      0.305      3.4
    5.738448   -71.633636     0.144    0.059   0.064      1.028    0.884     0.136      0.212      3.4
    0.773623   -73.172531     0.138    0.116   0.135      1.010    0.872     0.149      1.246      3.4
    5.250716   -69.932076     0.100    0.053   0.056      0.987    0.887     0.106      0.390      3.4
    0.952275   -73.421043     0.063    0.056   0.046      0.930    0.868     0.075      0.148      3.4
    1.060085   -72.802490     0.057    0.040   0.047      0.925    0.868     0.048      0.155      3.4
    5.028750   -69.253395     0.090    0.053   0.058      0.974    0.884     0.089      0.242      3.4
    5.377939   -70.691628     0.105    0.039   0.031      0.992    0.887     0.111      0.265      3.4
    5.449829   -68.302757     0.124    0.052   0.062      1.011    0.887     0.114      0.658      3.4
    5.362827   -69.620781     0.042    0.079   0.086      0.930    0.888     0.048      1.678      3.4
    0.805582   -72.394852     0.075    0.038   0.035      0.945    0.870     0.078      0.240      3.4
    5.050898   -69.577660     0.102    0.065   0.052      0.987    0.885     0.117      0.256      3.4
    5.793018   -70.371246     0.193    0.085   0.117      1.078    0.886     0.153      0.724      3.4
    5.316311   -67.608147     0.098    0.063   0.060      0.983    0.885     0.105      0.380      3.4
    5.659466   -70.923363     0.203    0.079   0.095      1.089    0.886     0.205      0.668      3.4
    4.858101   -68.710930     0.148    0.053   0.053      1.030    0.882     0.151      0.288      3.4
    5.167892   -67.849190     0.095    0.057   0.057      0.979    0.884     0.100      0.495      3.4
    5.022698   -69.738670     0.120    0.050   0.058      1.004    0.884     0.122      0.217      3.4
    5.161442   -69.397247     0.168    0.094   0.133      1.054    0.886     0.137      1.137      3.4
    5.514353   -67.289406     0.073    0.059   0.070      0.958    0.885     0.096      0.373      3.4
    5.835952   -68.670967     0.166    0.054   0.065      1.051    0.885     0.178      0.418      3.4
    5.042363   -69.755325     0.130    0.053   0.046      1.015    0.885     0.139      0.185      3.4
    4.886360   -71.186188     0.158    0.072   0.065      1.040    0.882     0.166      0.195      3.4
    0.695361   -73.101379     0.065    0.056   0.056      0.934    0.869     0.073      0.190      3.4
    0.889180   -73.310249     0.046    0.070   0.082      0.916    0.871     0.048      0.591      3.4
    5.101922   -69.073082     0.098    0.058   0.061      0.983    0.885     0.104      0.720      3.4
    5.561162   -68.434624     0.144    0.078   0.071      1.031    0.887     0.156      1.390      3.4
    0.959378   -72.962433     0.071    0.059   0.053      0.943    0.872     0.078      0.268      3.4
    4.897266   -68.252220     0.167    0.056   0.059      1.049    0.882     0.165      0.366      3.4
    5.442892   -68.919991     0.147    0.066   0.078      1.035    0.888     0.148      1.080      3.4
    4.745611   -70.442436     0.199    0.060   0.060      1.080    0.881     0.196      0.196      3.4
    0.907504   -72.536385     0.066    0.065   0.072      0.940    0.874     0.069      0.411      3.4
    5.677651   -69.357178     0.323    0.135   0.141      1.210    0.887     0.335      2.079      3.4
    5.417412   -69.657753     0.070    0.083   0.093      0.959    0.889     0.072      2.010      3.4
    5.155935   -69.921371     0.086    0.047   0.047      0.972    0.886     0.093      0.319      3.4
    1.051130   -73.721298     0.029    0.040   0.034      0.890    0.861     0.039      0.067      3.4
    0.867588   -73.941185     0.042    0.044   0.035      0.906    0.863     0.053      0.080      3.4
    4.842122   -67.636719     0.082    0.059   0.056      0.963    0.881     0.101      0.302      3.4
    4.996093   -68.579681     0.084    0.054   0.050      0.968    0.884     0.091      0.228      3.4
    5.499504   -69.039780     0.111    0.069   0.063      0.999    0.888     0.127      0.693      3.4
    5.374841   -71.651253     0.096    0.049   0.064      0.981    0.885     0.107      0.484      3.4
    4.924165   -70.519501     0.129    0.056   0.052      1.012    0.883     0.141      0.179      3.4
    5.190538   -69.065132     0.167    0.122   0.163      1.053    0.886     0.147      1.905      3.4
    5.500697   -71.204071     0.125    0.055   0.072      1.011    0.886     0.109      0.952      3.4
    5.623940   -72.226395     0.106    0.059   0.056      0.990    0.883     0.111      0.162      3.4
    5.752332   -68.571259     0.298    0.137   0.142      1.184    0.886     0.318      0.950      3.4
    1.043027   -72.654633     0.082    0.053   0.048      0.952    0.869     0.095      0.182      3.4
    5.795918   -70.046562     0.291    0.146   0.164      1.177    0.886     0.309      1.723      3.4
    5.666929   -69.531052     0.484    0.224   0.253      1.371    0.887     0.481      7.273      3.4
    0.829159   -73.132355     0.110    0.106   0.123      0.984    0.874     0.119      1.053      3.4
    4.932369   -69.227386     0.105    0.052   0.047      0.988    0.883     0.111      0.636      3.4
    4.924500   -70.083801     0.113    0.054   0.055      0.996    0.883     0.125      0.156      3.4
    5.085958   -66.111679     0.055    0.044   0.061      0.936    0.881     0.055      0.104      3.4
    5.074445   -67.942711     0.114    0.064   0.071      0.997    0.884     0.121      0.573      3.4
    5.299945   -71.064186     0.089    0.048   0.040      0.975    0.886     0.099      0.167      3.4
    5.522676   -69.901497     0.120    0.072   0.075      1.008    0.888     0.128      0.739      3.4
    5.453722   -70.542252     0.115    0.082   0.118      1.002    0.887     0.092      0.753      3.4
    5.056168   -67.580795     0.093    0.063   0.057      0.976    0.883     0.096      0.320      3.4
    5.069069   -69.849335     0.105    0.040   0.031      0.990    0.885     0.112      0.207      3.4
    5.540152   -71.726341     0.116    0.048   0.040      1.001    0.885     0.125      0.182      3.4
    1.137822   -72.343735     0.038    0.061   0.062      0.903    0.865     0.034      0.152      3.4
    5.320681   -66.262238     0.115    0.059   0.076      0.997    0.882     0.117      0.283      3.4
    5.317495   -69.066910     0.094    0.064   0.071      0.981    0.887     0.100      1.489      3.4
    5.239222   -69.383133     0.077    0.060   0.064      0.964    0.887     0.083      1.946      3.4
    5.399865   -68.165039     0.143    0.069   0.098      1.030    0.886     0.153      1.238      3.4
    0.707683   -72.463951     0.065    0.037   0.034      0.931    0.867     0.065      0.085      3.4
    5.306932   -67.993782     0.159    0.073   0.084      1.045    0.886     0.151      0.531      3.4
    5.068492   -68.620499     0.108    0.056   0.050      0.993    0.884     0.115      0.438      3.4
    5.074409   -69.299866     0.094    0.055   0.053      0.979    0.885     0.102      0.217      3.4
    5.345132   -67.192673     0.121    0.067   0.065      1.005    0.884     0.133      0.341      3.4
    5.067801   -67.108719     0.125    0.093   0.134      1.008    0.882     0.085      0.617      3.4
    5.309159   -68.863602     0.067    0.055   0.058      0.954    0.887     0.077      0.645      3.4
    5.807658   -70.179382     0.197    0.114   0.164      1.082    0.886     0.147      1.143      3.4
    1.009540   -73.781204     0.050    0.038   0.028      0.912    0.862     0.061      0.071      3.4
    5.321071   -67.658516     0.135    0.070   0.101      1.020    0.885     0.157      0.458      3.4
    5.240813   -69.958389     0.102    0.057   0.052      0.989    0.887     0.113      0.319      3.4
    5.233123   -69.882179     0.082    0.056   0.052      0.968    0.886     0.085      0.263      3.4
    0.590711   -73.623940     0.017    0.047   0.042      0.881    0.864     0.022      0.048      3.4
    5.285986   -67.894447     0.128    0.063   0.089      1.013    0.885     0.120      0.515      3.4
    5.056296   -69.092178     0.108    0.060   0.065      0.992    0.885     0.120      0.942      3.4
    0.776845   -74.310760     0.049    0.032   0.027      0.909    0.860     0.050      0.065      3.4
    5.484565   -69.519753     0.069    0.048   0.057      0.958    0.889     0.068      0.335      3.4
    5.513240   -71.903564     0.115    0.037   0.037      1.000    0.884     0.117      0.162      3.4
    5.556754   -69.155243     0.241    0.089   0.095      1.130    0.888     0.251      0.832      3.4
    5.168638   -69.538132     0.100    0.049   0.062      0.986    0.886     0.105      0.511      3.4
    5.604432   -71.299530     0.143    0.053   0.063      1.028    0.885     0.155      0.340      3.4
    5.072574   -70.630173     0.107    0.054   0.061      0.991    0.884     0.107      0.250      3.4
    5.341636   -66.975647     0.111    0.068   0.074      0.995    0.884     0.120      0.324      3.4
